experiment,condition,decision_id,ocid,ai_verdict,policy_verdict,violation_codes,violations_count,policy_snapshot_id,policy_snapshot_digest,timestamp,model_id,contract_value,publication_delay_days,above_threshold,governed_by_pa23,is_modification,direct_award_justification_present,procurement_method_open_flag,supplier_id
E1,baseline,1102a44b-e81b-469b-82f2-7b0b6b33b550,ocds-b5fd17-08d2b4f3-57ce-4fe8-8c9d-624623556b83,REVIEW,DENY,"[""PROC-001-S53"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:01:58.859Z,gpt-5.4-2026-03-05,250000,34,true,true,false,false,,GB-CFS-334099
E1,baseline,1113c0de-2269-453f-adac-a5f65ae9acab,ocds-b5fd17-065f9c70-cad3-482a-bb39-a160f8f018c9,REVIEW,DENY,"[""PROC-001-S53"",""PROC-002-AUTHORITY""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:52:09.359Z,gpt-5.4-2026-03-05,180000000,210,true,true,false,false,true,GB-CFS-329105
E1,baseline,113f9946-ded1-4b39-b71a-98caab7dd4b3,ocds-b5fd17-86f3ebdb-ac8c-4551-80e6-0c43c26161bf,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:59:17.634Z,gpt-5.4-2026-03-05,2069218.48,15,true,true,false,false,,GB-CFS-334106
E1,baseline,1141068b-bb17-455d-8c7b-1c880942b07e,ocds-b5fd17-9760779e-2c83-43e4-9ade-25886276f7af,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:03:51.626Z,gpt-5.4-2026-03-05,596400,20,true,true,false,false,,GB-CFS-167895
E1,baseline,12b221fa-19b7-4c9e-8567-e5c385af0b7a,ocds-b5fd17-632ab1c5-8d9e-4a0b-9b94-769b41576ccb,REVIEW,DENY,"[""PROC-001-S53"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:58:14.049Z,gpt-5.4-2026-03-05,385000,35,true,true,false,false,,GB-COH-SC114142
E1,baseline,136e750d-f557-43e9-9df6-7d131b76a71c,ocds-b5fd17-2fa34b9a-2c67-425e-8697-53ed47621c2c,REVIEW,DENY,"[""PROC-005-OPEN-TENDER""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:47:18.324Z,gpt-5.4-2026-03-05,188225.75,8,true,true,false,false,,GB-COH-02888385
E1,baseline,13972eab-0509-4979-b542-238badcb8c84,ocds-b5fd17-b9605bc6-b8de-4b4d-a412-1bdc91d44f28,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:54:32.533Z,gpt-5.4-2026-03-05,93500,29,false,true,false,false,,GB-COH-BR000105
E1,baseline,13a8f9e3-ca9d-467f-9887-d355e3e3f345,ocds-b5fd17-7355c853-47f1-4685-9485-1260cb115831,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:05:13.870Z,gpt-5.4-2026-03-05,66956.94,47,false,true,false,false,,GB-CFS-314126
E1,baseline,13e95d60-53a2-4d6c-9816-3bbd0475c414,ocds-b5fd17-95c273ae-a397-4f18-8bbb-070dbf337616,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:42:10.222Z,gpt-5.4-2026-03-05,116000,20,false,true,false,false,,GB-COH-04575191
E1,baseline,13f2ac21-8a7c-48ee-8155-d632670b2a62,ocds-b5fd17-4eb72f57-ba9d-499f-abe1-997e7dab7117,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:58:16.787Z,gpt-5.4-2026-03-05,44329.9,29,false,true,false,false,,GB-CFS-334111
E1,baseline,13fb434b-4476-428e-8da0-0580a15a7243,ocds-b5fd17-8c39e552-ddf7-4cb0-8fb6-eaeaa827b2d3,REVIEW,DENY,"[""PROC-005-OPEN-TENDER""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:45:19.752Z,gpt-5.4-2026-03-05,428169,16,true,true,false,false,,GB-COH-04109393
E1,baseline,147491ac-0872-4e4b-a851-f678d5ceb1ec,ocds-b5fd17-1aedfd5e-39bb-4365-8334-19ac3337c727,REVIEW,DENY,"[""PROC-005-OPEN-TENDER""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:04:18.222Z,gpt-5.4-2026-03-05,160525,14,true,true,false,false,,GB-CFS-334090
E1,baseline,19a4bdc3-7bce-4887-a704-24c364227c9d,ocds-b5fd17-c3ebbeb4-27b9-41d6-a798-587c21ebae67,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:55:34.796Z,gpt-5.4-2026-03-05,40000,29,false,true,false,false,,GB-CFS-321178
E1,baseline,1ae7d919-021c-4488-8719-9c93efc31dc8,ocds-b5fd17-9df29c49-5627-48ab-9d84-24ca2e25a93f,REVIEW,DENY,"[""PROC-001-S53"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:08:41.217Z,gpt-5.4-2026-03-05,240000,89,true,true,false,false,,GB-COH-02299747
E1,baseline,1c06857a-7cc8-413a-864d-41043f48daf1,ocds-b5fd17-d2f1100a-3d12-4f25-90ba-75a8938783df,REVIEW,DENY,"[""PROC-001-S53"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:52:32.346Z,gpt-5.4-2026-03-05,165000,68,true,true,false,false,,GB-COH-10179621
E1,baseline,1d39a1dc-a41f-472c-bb51-ad95ddc401b7,ocds-b5fd17-766fa96a-ab92-4f7d-a4a4-e9ad5bf7e813,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:02:25.842Z,gpt-5.4-2026-03-05,0,240,false,true,false,false,,GB-COH-16022871
E1,baseline,1e2d9174-dbc0-4411-bfd6-e9d365202eac,ocds-b5fd17-bc2f0289-e023-461c-9cfd-332976bf562a,REVIEW,DENY,"[""PROC-005-OPEN-TENDER""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:43:09.428Z,gpt-5.4-2026-03-05,372222.56,2,true,true,false,false,,GB-CFS-334135
E1,baseline,1e77a192-b7b4-43cb-a86f-5657a41c0573,ocds-b5fd17-53df93c2-44b7-4b19-86d7-80173c8b0003,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:07:36.363Z,gpt-5.4-2026-03-05,12093006.25,-1032,true,true,false,false,,GB-CFS-7496
E1,baseline,210d4e7a-14c8-4541-ba22-f79a0d6084b7,ocds-b5fd17-9c543846-5b8c-4ebb-b953-769912769137,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:58:55.157Z,gpt-5.4-2026-03-05,80605.6,8,false,true,false,false,,GB-CFS-334108
E1,baseline,21526502-5b11-4485-917b-219dacff18d5,ocds-b5fd17-f7862417-eb45-4710-b46d-1893ed6ee6df,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:43:22.933Z,gpt-5.4-2026-03-05,30000,29,false,true,false,false,,GB-COH-00975677
E1,baseline,219f30ea-6883-4428-ac4e-771c87346e17,ocds-b5fd17-961af0e6-5ba2-482f-b504-047c850b754b,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:07:14.771Z,gpt-5.4-2026-03-05,423027000,30,true,true,false,false,,GB-COH-00407270
E1,baseline,22e5ebde-4344-4df5-aed2-ff902192dff5,ocds-b5fd17-19676ca5-69b3-4b2c-b548-04de9b5cccaf,REVIEW,DENY,"[""PROC-005-OPEN-TENDER""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:09:47.107Z,gpt-5.4-2026-03-05,192702,1048,true,false,false,false,,GB-CFS-180820
E1,baseline,22f28d34-c66e-4462-8f7b-ae04d96b73c7,ocds-b5fd17-d6b0d5b8-a3d4-4f2d-9922-ab23e4e0ec53,REVIEW,DENY,"[""PROC-005-OPEN-TENDER""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:40:49.216Z,gpt-5.4-2026-03-05,400000,9,true,true,false,false,,GB-CFS-39074
E1,baseline,25afa90a-f54c-4a8d-ae18-2d6cfc8b1d5c,ocds-b5fd17-08b81634-2789-47fe-9030-f32b1018eea4,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:53:30.292Z,gpt-5.4-2026-03-05,15720,-32,false,true,false,false,true,GB-CFS-334119
E1,baseline,27e29c56-3730-426b-a63e-4bb007e29779,ocds-b5fd17-be5c1797-cf10-42b6-927d-09987d255054,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:38:59.964Z,gpt-5.4-2026-03-05,84000,14,false,true,false,false,,GB-COH-04823876
E1,baseline,29320574-cc7b-4a47-b90f-cafbaa9d08b4,ocds-b5fd17-187b0c7d-2f5c-466c-99ff-c240e1dfb159,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:02:51.019Z,gpt-5.4-2026-03-05,123724.73,36,false,true,false,false,,GB-COH-09366814
E1,baseline,29338710-d871-4ca9-83cd-10b7423ac2a4,ocds-b5fd17-cec89fef-b4ce-4334-a010-374596f4ff77,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:10:16.981Z,gpt-5.4-2026-03-05,111465.36,46,false,true,false,false,,GB-CFS-327136
E1,baseline,2b613d9f-5644-49f4-9f59-4e4e2761547c,ocds-b5fd17-df80ec6c-25b1-414e-80e8-27d07d04ebb8,REVIEW,DENY,"[""PROC-005-OPEN-TENDER""]",1,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:08:44.490Z,gpt-5.4-2026-03-05,196431.67,-961,true,true,false,false,,GB-CFS-245966
E1,baseline,2cdedfe7-5782-4c8e-bd39-e3b1feb2df2a,ocds-b5fd17-cfb1c155-8a17-4517-94ba-132de2571b5d,REVIEW,DENY,"[""PROC-001-S53"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:46:24.071Z,gpt-5.4-2026-03-05,454689,41,true,true,false,false,,GB-COH-144585
E1,baseline,2eaa6ec1-2185-4934-8388-3693b93ebdbf,ocds-b5fd17-bd3afbb3-586c-4e5f-99c1-d5d668e1e78d,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:43:59.758Z,gpt-5.4-2026-03-05,45131.65,42,false,true,false,false,,GB-COH-14736939
E1,baseline,2ffcfe14-db50-48f1-8347-2cd7126460b8,ocds-b5fd17-80a5f6b6-1c12-4c32-9806-c411f30ac901,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:45:16.883Z,gpt-5.4-2026-03-05,33999,35,false,true,false,false,,GB-CFS-334133
E1,baseline,3038337e-b561-483f-9d9c-41e804369bb5,ocds-b5fd17-93c5036d-42fc-406c-8687-05caf6deae54,REVIEW,DENY,"[""PROC-001-S53"",""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",3,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:41:29.710Z,gpt-5.4-2026-03-05,6000000,33,true,true,false,false,,GB-CFS-334140
E1,baseline,32cf9b1d-15e4-4e3e-8fe9-80b91d7d96bd,ocds-b5fd17-64363987-8db3-40d4-ab40-ca65c2e19c41,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:08:30.031Z,gpt-5.4-2026-03-05,333000,1,false,true,false,false,,GB-COH-02174990
E1,baseline,32e12de5-a9a9-49b2-822e-3fb6b0dcd940,ocds-b5fd17-7f3b65e9-6992-44b5-bfe6-b957a68d0124,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:04:34.553Z,gpt-5.4-2026-03-05,1098348.39,2,true,true,false,false,,GB-CFS-245050
E1,baseline,335f72cd-71dc-44df-9306-3c2b0579e101,ocds-b5fd17-e45f997f-4fc7-4a3e-aa74-9829bfb21c26,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:56:43.706Z,gpt-5.4-2026-03-05,39000,41,false,true,false,false,,GB-COH-04623495
E1,baseline,336b161d-fd68-436f-ab2c-0be3eff52e7d,ocds-b5fd17-58b4b90b-2b40-42f8-abd4-5bfa9ed5971a,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:38:29.356Z,gpt-5.4-2026-03-05,72280,1,false,true,false,false,,GB-CFS-331128
E1,baseline,33896778-329f-46f6-90b5-2b36e130f76f,ocds-b5fd17-b9c33fcc-b9d0-4d7c-bf3e-ce33f44835a0,REVIEW,DENY,"[""PROC-002-AUTHORITY"",""PROC-005-OPEN-TENDER""]",2,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:42:35.310Z,gpt-5.4-2026-03-05,515100,30,true,true,false,false,,GB-COH-OC313216
E1,baseline,3740e40a-bca6-4cfa-b838-6f187f4a202b,ocds-b5fd17-e08e7d68-9f48-4abd-9379-174f3b5fc544,REVIEW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T11:04:44.595Z,gpt-5.4-2026-03-05,50688.24,40,false,true,false,false,,GB-CFS-315081
E1,baseline,37c76940-0027-4d87-90a1-367111e51f12,ocds-b5fd17-ac66d536-9ef5-4d5b-af90-1f9abb565822,ALLOW,ALLOW,[],0,cbf12348-6248-48f7-a06f-4e0304cc237e,5d7d800186d4eda4a05f926bcaa34b23d56b31d923016cc6467952ee8fc0cc9d,2026-05-18T10:52:19.547Z,gpt-5.4-2026-03-05,190000,1,true,true,false,false,true,GB-CFS-218341
