decision_id,ocid,experiment,condition,model_id,reasoning_sha256,reasoning_text,source_run_path,verified
13354637-2294-44be-9cf7-f6c49f602ca7,ocds-b5fd17-3ce2376b-e540-4a92-913e-e38799762cec,E2,L0,gpt-5.4-2026-03-05,3fb54e308ace09f5da258262824c73413ea84953f21a1c61e0c13c61cefdbacc,"This is an above-threshold £250,000 award under PA23, but the record shows a selective procedure and no direct-award justification is linked, with the note warning this may be a false negative. Publication was prompt at 2 days, but the award route and justification trail need checking.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/13354637-2294-44be-9cf7-f6c49f602ca7.bundle.json,True
1351d6b0-7729-4f53-b069-365e87df4e1e,ocds-b5fd17-6da57ef0-cac5-4672-a387-7408eb642e83,E2,L0,gpt-5.4-2026-03-05,1f4f2576bac2fd3f1baa72da5c059cc5f1510e81b8725bf0d164c61f439e7807,"This is an above-threshold PA23 procurement (£250,470) with a selective method, but the record shows no direct-award justification and publication occurred 41 days after award. Because the substrate notes warn of possible false negatives and use award date as a proxy, the audit trail is insufficient to conclude compliance.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/1351d6b0-7729-4f53-b069-365e87df4e1e.bundle.json,True
138c4923-03c7-4c5e-a212-cc1fcc9d10fb,ocds-b5fd17-9a2263a4-c2d5-4023-b405-882f8eacdd1e,E2,L0,gpt-5.4-2026-03-05,fceaa048e592a1786fb6ca8fc2482839f7507e7910c02f1d2630e2076ccdfd5e,"The contract is below threshold (£87,000) but was awarded using a selective method, and no direct-award justification is evidenced in the record. Publication was 34 days after award, so the audit trail is incomplete and merits checking.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/138c4923-03c7-4c5e-a212-cc1fcc9d10fb.bundle.json,True
166a489a-63db-4435-9414-807a5eb116b1,ocds-b5fd17-da85331b-8688-4324-aeb7-3d44addeb129,E2,L0,gpt-5.4-2026-03-05,bff68e459f9bc72961d1af191adbc3fab2d97ce2de0dd714d29a24efaee5d0b6,"The contract is below threshold (£123,534.40) and PA23-governed, but the award used a selective method with no direct-award justification evident and publication occurred 36 days after award. The record is also incomplete because the justification field is a known low-confidence false-negative.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/166a489a-63db-4435-9414-807a5eb116b1.bundle.json,True
166ab929-6123-4592-a573-fa0986b826ed,ocds-b5fd17-301afd44-f5a0-42fb-9889-255f2ebbb8e6,E2,L0,gpt-5.4-2026-03-05,755c46518c2e7c2674406c8c083b6dd1e912ad0cf487f0ce90693e2f6f8972a7,"This is an above-threshold £1,001,455 award governed by PA23, but the record shows a selective procedure and no direct-award justification is present. Publication was prompt at 2 days, yet the audit trail is too incomplete to confirm the lawfulness of limiting competition.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/166ab929-6123-4592-a573-fa0986b826ed.bundle.json,True
1676a33c-3811-41b1-b961-f489f7bdeed9,ocds-b5fd17-6bb11187-ac69-45a7-8246-73ce1b53100d,E2,L0,gpt-5.4-2026-03-05,4c9fe7ce66eaca87fe975491f2f2018545333aade0ce26701dc95fb862ec71ab,"The record shows an open procedure under PA23, but the contract value is recorded as £0 and the publication delay is 33 days, which makes the audit trail unclear. With no direct-award justification and sparse data, the notice should be checked for completeness and timing accuracy.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/1676a33c-3811-41b1-b961-f489f7bdeed9.bundle.json,True
167a2511-6cd1-4d2b-8910-c3e0b02b9e32,ocds-b5fd17-0862dd75-fe49-49ee-bfed-51c5faa50b7e,E2,L0,gpt-5.4-2026-03-05,7a52577cc51304b5f8692f4ffe974a00b1bd82d47d8d90e57b031d38c291661d,"The contract is below threshold (£100,000) and PA23-governed, but the award used a selective method and no direct-award justification is evidenced in the record. Publication was 20 days after award, and the substrate notes a known false-negative risk, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/167a2511-6cd1-4d2b-8910-c3e0b02b9e32.bundle.json,True
184d99d0-af2d-4f90-8e32-ab29b78ae702,ocds-b5fd17-a044ca88-7d4c-451e-afe6-2f3247205efc,E2,L0,gpt-5.4-2026-03-05,4cdec38a596f1bf9921ec88919dbd126e795266d95f429b0fdcdb6b731b1a266,"This is an above-threshold PA23 procurement (£336,000) with a selective method, but no direct-award justification is evidenced and the award was published 59 days after the award date proxy. The record is also sparse, so the audit trail is insufficient to confirm compliance.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/184d99d0-af2d-4f90-8e32-ab29b78ae702.bundle.json,True
1a6294b7-81da-4756-ba74-851d8d602b2b,ocds-b5fd17-9df29c49-5627-48ab-9d84-24ca2e25a93f,E2,L0,gpt-5.4-2026-03-05,faeaf266fbe37dd9e23940c05c639909f8777a28148fc5149dff4f2597dc6c3e,"This appears to be an above-threshold PA23 award (£240,000) using a selective method, but no direct-award justification is evidenced and the publication was 89 days after award. The record may be incomplete, so the audit trail is insufficient to confirm compliance.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/1a6294b7-81da-4756-ba74-851d8d602b2b.bundle.json,True
1b3518bc-8ad5-491f-b2bb-ee868f4f5bb6,ocds-b5fd17-58b4b90b-2b40-42f8-abd4-5bfa9ed5971a,E2,L0,gpt-5.4-2026-03-05,845de379abf155b99479345a23d619c23579deb261e0a8a03ea700ccc3e10b6e,"This appears to be a direct award under PA23 with no direct-award justification evident in the record, though the substrate notes a possible false negative. The value is below threshold (£72,280) and publication was prompt, but the audit trail is too incomplete to assess whether direct award was appropriate.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/1b3518bc-8ad5-491f-b2bb-ee868f4f5bb6.bundle.json,True
1d1e0767-4087-4b00-bb94-4ee3c72c305d,ocds-b5fd17-754b2b9a-0b1e-45b1-9472-c9608c95475e,E2,L0,gpt-5.4-2026-03-05,665647e8af7e4bba6abef412d98be80f08ca275029f01fbce955221f5bb02297,"This is an above-threshold PA23 award (£623,926.68) with procurement method recorded as 'selective' and no direct-award justification evident in the record. Although publication was prompt (1 day), the audit trail is incomplete and the substrate notes warn the missing justification may be a false negative.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/1d1e0767-4087-4b00-bb94-4ee3c72c305d.bundle.json,True
1d2358e3-f41a-4552-ba2a-4468595018d7,ocds-b5fd17-0df22ca7-82f7-4161-a053-57773f43b036,E2,L0,gpt-5.4-2026-03-05,57e7b5f02e5850373cb483f4bcc9a4e58dff4d764d2c9461b037b03022fd83cf,"This is an above-threshold £2.8m award governed by PA23, but the procurement method is recorded as 'selective' and no direct-award justification is present in the available record. Publication occurred 40 days after award, so the audit trail and timeliness should be checked.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/1d2358e3-f41a-4552-ba2a-4468595018d7.bundle.json,True
1e6a5f3b-eaec-4869-8470-685c6d899b7d,ocds-b5fd17-2f628de3-5713-4614-9ae5-e7864eae7aff,E2,L0,gpt-5.4-2026-03-05,c8373b7833634e63c412330cf45dd837c5f0e300c757a82a1f40e3522f6f4350,"This is a low-value contract (£19,897) under PA23, but the record is sparse: no procurement method is stated and no direct-award justification is evidenced. Publication was 41 days after award, which may be acceptable for below-threshold procurement but merits checking against the authority's internal rules and audit trail.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/1e6a5f3b-eaec-4869-8470-685c6d899b7d.bundle.json,True
1f4a0355-e2eb-468d-8051-bac37870bdb9,ocds-b5fd17-09d0f7a1-208c-497d-88bf-0c22ba865858,E2,L0,gpt-5.4-2026-03-05,9ebb21bbb75b42e68c8b8ea09e9153e434bcd50f8494e77eb6804217d0cbb0ac,"This is an above-threshold £7.75m procurement under PA23 using an open procedure, which is generally low risk, but the award notice appears to have been published 56 days after award. The record is also sparse and the direct-award justification field is a known false-negative, so the audit trail should be checked.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/1f4a0355-e2eb-468d-8051-bac37870bdb9.bundle.json,True
2011a384-7f43-420d-bcdd-94f6d8446487,ocds-b5fd17-8cf6962c-515f-4eac-927c-e576c334084b,E2,L0,gpt-5.4-2026-03-05,84202468824f68297e0572cdf30a6de3bfd598a23532132ea7a92bb17bfe5481,"This is an above-threshold £1.22m award governed by PA23, but the record shows a selective procedure and no direct-award justification is present. Publication was also 40 days after award, so the audit trail is incomplete and timing may need checking.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/2011a384-7f43-420d-bcdd-94f6d8446487.bundle.json,True
20fc7fb7-f4a8-49d9-9ab5-4035ecff4a89,ocds-b5fd17-7f3b65e9-6992-44b5-bfe6-b957a68d0124,E2,L0,gpt-5.4-2026-03-05,bad7742f85f2116864b33744907efa47b9e38c97a90a71639c4f1ed34a879676,"This is an above-threshold PA23 award worth £1,098,348.39, but the record shows a selective procedure and no direct-award justification is present. Although publication was prompt at 2 days, the missing justification may reflect an incomplete audit trail and needs checking.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/20fc7fb7-f4a8-49d9-9ab5-4035ecff4a89.bundle.json,True
212adf6d-a5a5-4f8f-89c2-72eb5b93fd4c,ocds-b5fd17-0786919f-4875-42c3-99ac-7db01e366670,E2,L0,gpt-5.4-2026-03-05,2f50e1163a7d0a54ed9ad084548c5613e9c88b5ee1e595b5888cf6f753b32c8f,"This is an above-threshold PA23 procurement (£410,050.59) with procurementMethod recorded as 'selective', but no direct-award justification is present and the substrate notes a known false-negative risk. Publication was prompt (1 day), yet the route and justification trail are too unclear to assess compliance confidently.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/212adf6d-a5a5-4f8f-89c2-72eb5b93fd4c.bundle.json,True
21d26863-ca9d-4a93-8e1d-ac8e317b8c3d,ocds-b5fd17-4b67cc22-c9e3-4720-9caf-59758f93bb77,E2,L0,gpt-5.4-2026-03-05,9b7ab6db0de802a3e6f0ad5b3eb07b35c72ffb3570aba16ae997dd6c17be4901,"This is an above-threshold £150,000 award governed by PA23, but the record shows a selective procedure and no direct-award justification is present. Publication was 12 days after award, which may be acceptable, but the audit trail is too incomplete to confirm compliance.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/21d26863-ca9d-4a93-8e1d-ac8e317b8c3d.bundle.json,True
21de9531-e129-42e0-94e3-3a7632d04301,ocds-b5fd17-9b5b1acc-4bcb-471d-a9c8-db0cec417d7b,E2,L0,gpt-5.4-2026-03-05,5a66047061b69bb239ebd9fad8b033be0dec9829516a2224496e3639f234e10b,"The contract is below threshold (£41,531.28) and not a modification, but it was awarded using a selective method and the record shows no direct-award justification. Publication was also 32 days after award, so the audit trail is too thin to assess compliance confidently.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/21de9531-e129-42e0-94e3-3a7632d04301.bundle.json,True
221526bc-022b-4324-ac91-def63625d98a,ocds-b5fd17-b9605bc6-b8de-4b4d-a412-1bdc91d44f28,E2,L0,gpt-5.4-2026-03-05,5c5cb58153a03fdbed0af659c31b910fad93124cf8f7dd40a66aefb875e76b6a,"The record shows a £93,500 award after PA23 commencement, but no procurement method is stated and no direct-award justification is linked, with the note warning this may be a false negative. Publication was 29 days after award, so the audit trail is too incomplete to assess compliance confidently.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/221526bc-022b-4324-ac91-def63625d98a.bundle.json,True
2365bc90-b3b3-42a9-be51-9f31e2d0016f,ocds-b5fd17-4aa815ee-e47c-466b-a53f-eef6ed6945da,E2,L0,gpt-5.4-2026-03-05,eaeb7b19bbb0e937bdf2d3e80e66eff3165d1723ccc16548d77c563829955792,"The contract is below threshold (£57,576) and was published promptly (7 days), but the award used a selective method and no direct-award justification is evidenced in the record. Because the substrate notes a possible false negative and the audit trail is incomplete, human review is warranted.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/2365bc90-b3b3-42a9-be51-9f31e2d0016f.bundle.json,True
23d18511-2429-4bd8-a8f0-9347b0a870fd,ocds-b5fd17-ff91cf68-d8e4-486b-81f5-a4f9c6896f05,E2,L0,gpt-5.4-2026-03-05,d1b6f2aab6011d86d702734b8b98a392b919276dddef5944f014d59e9d2645c5,"This is an above-threshold PA23 procurement (£444,530) with a selective procedure and the record shows no direct-award justification, though the substrate notes this may be a false negative. Publication was 49 days after award, so the audit trail and timeliness should be checked.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/23d18511-2429-4bd8-a8f0-9347b0a870fd.bundle.json,True
24cefd80-0eb9-429f-841a-ae6ec3b0a09e,ocds-b5fd17-7af048e0-66c4-4785-a2c0-0094180119f0,E2,L0,gpt-5.4-2026-03-05,c815045dd9a998980f300c3329abb841218a07a63504e5110048b4ad10a26437,"The contract value is low (£29,162) and publication was prompt (1 day), but the record does not show an open procedure or any direct-award justification. Because key method/justification fields are missing and the substrate notes warn of possible false negatives, the audit trail is insufficient to conclude compliance.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/24cefd80-0eb9-429f-841a-ae6ec3b0a09e.bundle.json,True
26e375ee-150f-4dc5-97d5-5c9c5f579bef,ocds-b5fd17-0cfc1382-8028-4c3c-a397-a92369de70a5,E2,L0,gpt-5.4-2026-03-05,b4910680167a4c54d8b5468401e6a3e0bf842c695dadfe3cc0bc203d3a3268df,"This is a low-value (£16,607.33), below-threshold award, but the record shows a selective method and no direct-award justification, with a 49-day publication delay. Because the justification field is a known low-confidence proxy, the audit trail is too incomplete to conclude compliance.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/26e375ee-150f-4dc5-97d5-5c9c5f579bef.bundle.json,True
2713bf5c-3f80-4c7f-bd3f-ebf8fc6f6ae4,ocds-b5fd17-88c8aee5-aa60-4055-bc66-be2544cdd762,E2,L0,gpt-5.4-2026-03-05,e885f936fd0776425105ba83809dc6345d2adae12102a9f74dd43722adf98c04,"The award is low value (£28,819.85) and below threshold, but it is marked as governed by PA23 with a selective method and no direct-award justification found. Publication was 87 days after award, which is unusually late and the record is incomplete enough to warrant checking the audit trail.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/2713bf5c-3f80-4c7f-bd3f-ebf8fc6f6ae4.bundle.json,True
27182b86-6f6a-418f-ad34-0a3e537cbae6,ocds-b5fd17-78e4b039-b8ca-4692-b908-f94b613f5e10,E2,L0,gpt-5.4-2026-03-05,51142d8f6e06192f6e399a1dccdbc3c06521a5eaf9024feb015c6dff5e68463e,"The contract is low value (£25,100.80) and published within 6 days, but the procurement method is recorded as 'selective' and no direct-award justification is present. Because the record may be incomplete and the route to market is unclear, human review is warranted.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/27182b86-6f6a-418f-ad34-0a3e537cbae6.bundle.json,True
286141c5-6d2b-4701-9d1d-5446b689c9ed,ocds-b5fd17-9d265f9e-1af5-4b86-b4a3-4be70d9858ed,E2,L0,gpt-5.4-2026-03-05,a1e00af416a25fad47fac7126ef6dca8eafeaebc2041386bc7cac72776893348,"The award is under-threshold (£125,000) and not a modification, but it is governed by PA23 and shows a selective method with no direct-award justification present in the record. Publication was 23 days after award, so the audit trail for the chosen route should be checked.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/286141c5-6d2b-4701-9d1d-5446b689c9ed.bundle.json,True
287c58a7-7e4f-4327-8dac-2449d66de696,ocds-b5fd17-119d1c05-7fa8-478f-ac6f-db416fb5b5c9,E2,L0,gpt-5.4-2026-03-05,3e961a85d2e4b6cd02ac18f0d441371427c8e7ed8edcdb58adc9e63bc6889862,"This appears to be an above-threshold Procurement Act 2023 award (£177,984) using a selective method, but no direct-award justification is evidenced and publication was 85 days after award. The record is also based on proxies with a known false-negative for linked transparency notices, so the audit trail is incomplete.",procurement-context-gradient/results/runs/phase-2-20260522-101324-Z/L0/287c58a7-7e4f-4327-8dac-2449d66de696.bundle.json,True
